"wbc","log_hr","se","hr","hr_lcl","hr_ucl"
44.3479360123383,0.0558538873039764,0.0152705625275389,1.05744316657647,1.02626252336975,1.08957116242312
47.8421711621515,0.0643802997893858,0.017918689035185,1.06649791057936,1.02969193912792,1.10461949836517
51.6117219270768,0.0730243278197586,0.0207234896156129,1.07575670741165,1.03293709018652,1.12035137912628
55.6782808048067,0.0817795686693931,0.023687685935148,1.08521656773027,1.03598400469706,1.13678878586609
60.0652494748976,0.0906396196125874,0.0268110717743563,1.09487436290498,1.03882463868396,1.15394824680442
64.7978734675698,0.0995980779236396,0.0300910569448647,1.10472681473897,1.0414558669485,1.17184162472403
69.9033874432492,0.108648540876848,0.0335231313856483,1.11477048522594,1.0438786043706,1.19047677529531
75.4111719188841,0.11778460574651,0.0371012504245262,1.12500176635278,1.0460970620813,1.20985807165809
81.3529223429458,0.126999869806924,0.0408181486166624,1.13541686995806,1.04811812948236,1.22998680427563
87.7628314920808,0.136287930332389,0.0446655921948947,1.14601181765859,1.0499508668836,1.25086147136706
94.6777862390489,0.145642384597203,0.0486345805330718,1.15678243085727,1.05160609180898,1.27247797703242
102.137579824278,0.155056829875663,0.0527155062199391,1.16772432084746,1.05309604275268,1.2948297535469
110.185140852587,0.164524863442068,0.0568982820486299,1.17883287903023,1.05443410602706,1.31790782253685
118.86678033288,0.174040082570716,0.0611724418314591,1.19010326726273,1.05563459356478,1.34170080763131
128.232458182435,0.183596084535904,0.0655272206461002,1.20153040835712,1.05671256170655,1.36619490912018
138.33607072944,0.193186466611932,0.0699516189883965,1.21310897675145,1.05768366293725,1.39137384933048
149.235760868241,0.202804826073098,0.0744344543681903,1.22483338937487,1.0585640241641,1.4172187959176
160.994252652161,0.212444760193698,0.0789644031264055,1.23669779673165,1.05937014646259,1.44370826905771
173.679212249347,0.222099866248033,0.0835300346505077,1.24869607422957,1.06011882228089,1.47081803758711
187.363637338818,0.231763741510399,0.0881198396947005,1.26082181377986,1.0608270669324,1.4985210084241
202.126277187582,0.241430250587121,0.0927226867530399,1.27306865602942,1.06151144556868,1.52678881582505
218.05208582619,0.251096813543988,0.0973332089172904,1.2854345257793,1.06218034423453,1.55561334667346
235.232710930636,0.260763376500856,0.101950290066577,1.29792051060227,1.06283600090517,1.58500243725971
253.767021223926,0.270429939457723,0.106573077736684,1.3105277772283,1.06348016743676,1.61496481784563
273.76167543235,0.28009650241459,0.111200860243828,1.32325750372031,1.06411430678355,1.64550970698326
295.331736070602,0.289763065371458,0.115833038925659,1.33611087958426,1.06473964988811,1.67664675841743
318.60133158788,0.299429628328325,0.120469106669,1.34908910588029,1.06535723970411,1.70838602092794
343.704370685391,0.309096191285192,0.125108631131462,1.36219339533497,1.06596796560779,1.74073790785657
370.78531291592,0.318762754242059,0.129751241507115,1.37542497245462,1.06657259054941,1.77371317396906
400,0.328429317198926,0.134396617996044,1.3887850736397,1.0671717726638,1.80732289793431
