workbook,sheet,column,is_identifier,n_rows,n_missing,pct_missing,n_unique_observed,inferred_type,numeric_min,numeric_max,sample_values
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Sample Submission,unnamed_29,False,133,133,100.0,0,empty,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Sample Submission,unnamed_30,False,133,133,100.0,0,empty,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Sample Submission,unnamed_31,False,133,133,100.0,0,empty,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Sample Submission,unnamed_32,False,133,133,100.0,0,empty,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Sample Submission,unnamed_33,False,133,133,100.0,0,empty,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Lists,Sex,False,11,8,72.73,3,str,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Lists,unnamed_2,False,11,11,100.0,0,empty,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Lists,Tissue Type,False,11,2,18.18,9,str,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Lists,unnamed_4,False,11,11,100.0,0,empty,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Lists,Treatment,False,11,8,72.73,3,str,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Lists,unnamed_6,False,11,11,100.0,0,empty,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Lists,Pathology Occurrence,False,11,6,54.55,5,str,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Lists,unnamed_8,False,11,11,100.0,0,empty,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Lists,Library Protocol,False,11,9,81.82,2,str,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Lists,unnamed_10,False,11,11,100.0,0,empty,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Lists,Read Type,False,11,9,81.82,2,str,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Checkbox Status,Sample Return Checkbox Status,False,2,0,0.0,1,bool,,,
TARGET_AML_ClinicalData_Discovery_and_Validation_Tumor_Content_and_RIN_Supplement_20230720.xlsx,Checkbox Status,unnamed_2,False,2,0,0.0,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,TARGET USI,True,449,0,0.0,449,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Gender,False,449,0,0.0,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Race,False,449,45,10.02,4,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Ethnicity,False,449,13,2.9,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Age at Diagnosis in Days,False,449,0,0.0,435,int,8.0,10496.0,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,First Event,False,449,0,0.0,5,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Event Free Survival Time in Days,False,449,0,0.0,387,int,1.0,3508.0,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Vital Status,False,449,0,0.0,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Overall Survival Time in Days,False,449,0,0.0,395,int,1.0,3965.0,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Year of Diagnosis,False,449,0,0.0,14,int,1996.0,2010.0,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Year of Last Follow Up,False,449,0,0.0,19,int,1997.0,2016.0,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Protocol,False,449,0,0.0,3,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,WBC at Diagnosis,False,449,0,0.0,379,float,0.2,860.0,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Bone marrow leukemic blast percentage (%),False,449,36,8.02,130,float,0.0,100.0,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Peripheral blasts (%),False,449,4,0.89,119,float,0.0,99.0,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,CNS disease,False,449,0,0.0,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Chloroma,False,449,0,0.0,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,FAB Category,False,449,67,14.92,9,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,t(6;9),False,449,23,5.12,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,t(8;21),False,449,23,5.12,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,t(3;5)(q25;q34),False,449,23,5.12,1,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,t(6;11)(q27;q23),False,449,23,5.12,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,t(9;11)(p22;q23),False,449,26,5.79,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,t(10;11)(p11.2;q23),False,449,23,5.12,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,t(11:19)(q23:p13.1),False,449,23,5.12,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,inv(16),False,449,23,5.12,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,del5q,False,449,23,5.12,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,del7q,False,449,24,5.35,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,del9q,False,449,23,5.12,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,monosomy 5,False,449,23,5.12,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,monosomy 7,False,449,23,5.12,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,trisomy 8,False,449,24,5.35,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,trisomy 21,False,449,23,5.12,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,MLL,False,449,23,5.12,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Minus Y,False,449,23,5.12,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Minus X,False,449,23,5.12,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Cytogenetic Code Other,False,449,316,70.38,107,mixed,3.0,22.0,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Cytogenetic Complexity,False,449,20,4.45,9,mixed,0.0,10.0,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Primary Cytogenetic Code,False,449,9,2.0,5,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,ISCN,False,449,20,4.45,316,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,FLT3/ITD positive?,False,449,1,0.22,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,FLT3/ITD allelic ratio,False,449,346,77.06,66,float,0.03,9.5,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,FLT3 PM,False,449,1,0.22,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,NPM mutation,False,449,4,0.89,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,CEBPA mutation,False,449,5,1.11,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,WT1 mutation,False,449,4,0.89,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,c-Kit Mutation Exon 8,False,449,0,0.0,3,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,c-Kit Mutation Exon 17,False,449,0,0.0,3,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,MRD at end of course 1,False,449,97,21.6,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,MRD % at end of course 1,False,449,97,21.6,74,float,0.0,91.0,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,MRD at end of course 2,False,449,159,35.41,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,MRD % at end of course 2,False,449,159,35.41,40,float,0.0,74.0,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,CR status at end of course 1,False,449,0,0.0,4,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,CR status at end of course 2,False,449,3,0.67,4,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Risk group,False,449,12,2.67,3,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,SCT in 1st CR,False,449,53,11.8,2,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Bone Marrow Site of Relapse/Induction Failure,False,449,0,0.0,3,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,CNS Site of Relapse/Induction Failure,False,449,0,0.0,3,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Chloroma Site of Relapse/Induction Failure,False,449,0,0.0,3,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Cytogenetic Site of Relapse/Induction Failure,False,449,0,0.0,3,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Other Site of Relapse/Induction Failure,False,449,0,0.0,3,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Gene Fusion,False,449,6,1.34,76,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Gemtuzumab ozogamicin treatment,False,449,449,100.0,0,empty,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Refractory Timepoint sent for Induction Failure Project,False,449,449,100.0,0,empty,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Comment,False,449,449,100.0,0,empty,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Blast count used for RNA seq,False,449,0,0.0,126,mixed,20.0,100.0,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Clinical Data,Gene Fusion,False,449,6,1.34,76,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Original File,Original file name,False,1,0,0.0,1,str,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,Original File,Date,False,1,0,0.0,1,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,TARGET USI,True,627,1,0.16,626,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Gender,False,627,13,2.07,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Race,False,627,42,6.7,6,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Ethnicity,False,627,33,5.26,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Age at Diagnosis in Days,False,627,13,2.07,593,int,8.0,10898.0,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,First Event,False,627,13,2.07,5,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Event Free Survival Time in Days,False,627,13,2.07,509,int,1.0,3113.0,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Vital Status,False,627,13,2.07,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Overall Survival Time in Days,False,627,13,2.07,532,int,1.0,3113.0,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Year of Diagnosis,False,627,13,2.07,6,int,1997.0,2010.0,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Year of Last Follow Up,False,627,13,2.07,11,int,1999.0,2015.0,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Protocol,False,627,13,2.07,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,WBC at Diagnosis,False,627,13,2.07,456,float,0.2,610.0,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Bone marrow leukemic blast percentage (%),False,627,55,8.77,154,float,0.0,100.0,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Peripheral blasts (%),False,627,19,3.03,128,float,0.0,99.0,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,CNS disease,False,627,13,2.07,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Chloroma,False,627,13,2.07,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,FAB Category,False,627,108,17.22,9,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,t(6;9),False,627,35,5.58,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,t(8;21),False,627,36,5.74,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,t(3;5)(q25;q34),False,627,35,5.58,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,t(6;11)(q27;q23),False,627,35,5.58,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,t(9;11)(p22;q23),False,627,38,6.06,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,t(10;11)(p11.2;q23),False,627,35,5.58,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,t(11:19)(q23:p13.1),False,627,35,5.58,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,inv(16),False,627,35,5.58,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,del5q,False,627,35,5.58,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,del7q,False,627,36,5.74,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,del9q,False,627,35,5.58,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,monosomy 5,False,627,35,5.58,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,monosomy 7,False,627,35,5.58,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,trisomy 8,False,627,36,5.74,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,trisomy 21,False,627,35,5.58,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,MLL,False,627,35,5.58,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Minus Y,False,627,35,5.58,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Minus X,False,627,35,5.58,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Cytogenetic Code Other,False,627,434,69.22,142,mixed,3.0,22.0,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Cytogenetic Complexity,False,627,35,5.58,8,mixed,0.0,6.0,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Primary Cytogenetic Code,False,627,35,5.58,5,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,ISCN,False,627,35,5.58,425,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,FLT3/ITD positive?,False,627,14,2.23,4,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,FLT3/ITD allelic ratio,False,627,519,82.78,74,float,0.03,9.5,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,FLT3 PM,False,627,13,2.07,3,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,NPM mutation,False,627,15,2.39,3,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,CEBPA mutation,False,627,16,2.55,3,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,WT1 mutation,False,627,15,2.39,3,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,c-Kit Mutation Exon 8,False,627,13,2.07,5,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,c-Kit Mutation Exon 17,False,627,13,2.07,4,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,MRD at end of course 1,False,627,126,20.1,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,MRD % at end of course 1,False,627,126,20.1,93,float,0.0,91.0,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,MRD at end of course 2,False,627,198,31.58,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,MRD % at end of course 2,False,627,198,31.58,54,float,0.0,74.0,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,CR status at end of course 1,False,627,13,2.07,4,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,CR status at end of course 2,False,627,14,2.23,4,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Risk group,False,627,25,3.99,5,mixed,10.0,30.0,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,SCT in 1st CR,False,627,77,12.28,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Bone Marrow Site of Relapse/Induction Failure,False,627,13,2.07,3,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,CNS Site of Relapse/Induction Failure,False,627,13,2.07,3,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Chloroma Site of Relapse/Induction Failure,False,627,13,2.07,3,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Cytogenetic Site of Relapse/Induction Failure,False,627,13,2.07,3,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Other Site of Relapse/Induction Failure,False,627,13,2.07,3,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Gene Fusion,False,627,277,44.18,49,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Gemtuzumab ozogamicin treatment,False,627,33,5.26,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Clinical Data,Refractory Timepoint sent for Induction Failure Project,False,627,608,96.97,2,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Original File,Original file name,False,4,0,0.0,4,str,,,
TARGET_AML_ClinicalData_Validation_20230720.xlsx,Original File,Date,False,4,0,0.0,4,str,,,
