file_a,file_b,concept,value_kind,n_shared_patients,n_both_observed,n_agreements,n_disagreements,agreement_percent,n_missing_a_only,n_missing_b_only,n_missing_both,diff_min,diff_max,abs_diff_median
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,cytogenetics:MLL,categorical,2,2,2,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,cytogenetics:monosomy 7,categorical,2,2,2,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,cytogenetics:monosomy 5,categorical,2,2,2,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,cytogenetics:t(6;9),categorical,2,2,2,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,cytogenetics:Primary Cytogenetic Code,categorical,2,2,2,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,vital_status,categorical,4,4,4,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,sex,categorical,4,4,4,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,race,categorical,4,4,4,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,ethnicity,categorical,4,4,4,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,risk_group,categorical,4,4,4,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,flt3_itd,categorical,4,4,4,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,npm,categorical,4,4,4,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cebpa,categorical,4,4,4,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,fab,categorical,4,3,3,0,100.0,0,0,1,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cns_disease,categorical,4,4,4,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,os_time,numeric,4,4,4,0,100.0,0,0,0,0.0,0.0,0.0
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,age_at_diagnosis,numeric,4,4,4,0,100.0,0,0,0,0.0,0.0,0.0
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,wbc,numeric,4,4,4,0,100.0,0,0,0,0.0,0.0,0.0
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,marrow_blasts,numeric,4,4,4,0,100.0,0,0,0,0.0,0.0,0.0
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,peripheral_blasts,numeric,4,4,4,0,100.0,0,0,0,0.0,0.0,0.0
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:t(8;21),categorical,4,4,4,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:inv(16),categorical,4,4,4,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:MLL,categorical,4,4,4,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:monosomy 7,categorical,4,4,4,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:monosomy 5,categorical,4,4,4,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:t(6;9),categorical,4,4,4,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_AML1031_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:Primary Cytogenetic Code,categorical,4,4,4,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,vital_status,categorical,110,110,109,1,99.09,0,0,0,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,sex,categorical,110,110,110,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,race,categorical,110,96,96,0,100.0,0,6,8,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,ethnicity,categorical,110,105,105,0,100.0,0,0,5,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,risk_group,categorical,110,105,101,4,96.19,0,0,5,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,flt3_itd,categorical,110,109,109,0,100.0,0,0,1,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,npm,categorical,110,105,102,3,97.14,1,2,2,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,cebpa,categorical,110,105,105,0,100.0,1,0,4,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,fab,categorical,110,95,95,0,100.0,0,0,15,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,cns_disease,categorical,110,110,110,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,os_time,numeric,110,110,69,41,62.73,0,0,0,-739.0,0.0,0.0
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,age_at_diagnosis,numeric,110,110,110,0,100.0,0,0,0,0.0,0.0,0.0
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,wbc,numeric,110,110,110,0,100.0,0,0,0,0.0,0.0,0.0
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,marrow_blasts,numeric,110,104,104,0,100.0,0,0,6,0.0,0.0,0.0
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,peripheral_blasts,numeric,110,110,110,0,100.0,0,0,0,0.0,0.0,0.0
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,cytogenetics:t(8;21),categorical,110,103,103,0,100.0,0,0,7,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,cytogenetics:inv(16),categorical,110,103,103,0,100.0,0,0,7,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,cytogenetics:MLL,categorical,110,103,103,0,100.0,0,0,7,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,cytogenetics:monosomy 7,categorical,110,103,103,0,100.0,0,0,7,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,cytogenetics:monosomy 5,categorical,110,103,103,0,100.0,0,0,7,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,cytogenetics:t(6;9),categorical,110,103,103,0,100.0,0,0,7,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,cytogenetics:Primary Cytogenetic Code,categorical,110,103,97,6,94.17,2,0,5,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,vital_status,categorical,111,111,111,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,sex,categorical,111,111,111,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,race,categorical,111,104,104,0,100.0,0,0,7,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,ethnicity,categorical,111,107,107,0,100.0,0,0,4,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,risk_group,categorical,111,107,107,0,100.0,0,0,4,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,flt3_itd,categorical,111,111,111,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,npm,categorical,111,110,110,0,100.0,0,0,1,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cebpa,categorical,111,109,109,0,100.0,0,0,2,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,fab,categorical,111,97,97,0,100.0,0,0,14,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cns_disease,categorical,111,111,111,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,os_time,numeric,111,111,111,0,100.0,0,0,0,0.0,0.0,0.0
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,age_at_diagnosis,numeric,111,111,111,0,100.0,0,0,0,0.0,0.0,0.0
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,wbc,numeric,111,111,111,0,100.0,0,0,0,0.0,0.0,0.0
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,marrow_blasts,numeric,111,108,108,0,100.0,0,0,3,0.0,0.0,0.0
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,peripheral_blasts,numeric,111,111,111,0,100.0,0,0,0,0.0,0.0,0.0
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:t(8;21),categorical,111,106,106,0,100.0,0,0,5,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:inv(16),categorical,111,106,106,0,100.0,0,0,5,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:MLL,categorical,111,106,106,0,100.0,0,0,5,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:monosomy 7,categorical,111,106,106,0,100.0,0,0,5,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:monosomy 5,categorical,111,106,106,0,100.0,0,0,5,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:t(6;9),categorical,111,106,106,0,100.0,0,0,5,,,
TARGET_AML_ClinicalData_Discovery_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:Primary Cytogenetic Code,categorical,111,106,106,0,100.0,0,0,5,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,vital_status,categorical,363,363,363,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,sex,categorical,363,363,363,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,race,categorical,363,327,327,0,100.0,20,0,16,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,ethnicity,categorical,363,354,354,0,100.0,0,0,9,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,risk_group,categorical,363,353,347,6,98.3,3,0,7,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,flt3_itd,categorical,363,362,362,0,100.0,0,1,0,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,npm,categorical,363,361,355,6,98.34,0,2,0,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cebpa,categorical,363,360,360,0,100.0,1,2,0,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,fab,categorical,363,305,305,0,100.0,0,0,58,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cns_disease,categorical,363,363,363,0,100.0,0,0,0,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,os_time,numeric,363,363,172,191,47.38,0,0,0,-1967.0,827.0,250.0
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,age_at_diagnosis,numeric,363,363,363,0,100.0,0,0,0,0.0,0.0,0.0
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,wbc,numeric,363,363,363,0,100.0,0,0,0,0.0,0.0,0.0
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,marrow_blasts,numeric,363,331,331,0,100.0,3,0,29,0.0,0.0,0.0
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,peripheral_blasts,numeric,363,359,359,0,100.0,1,0,3,0.0,0.0,0.0
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:t(8;21),categorical,363,349,349,0,100.0,0,0,14,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:inv(16),categorical,363,349,349,0,100.0,0,0,14,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:MLL,categorical,363,349,348,1,99.71,0,0,14,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:monosomy 7,categorical,363,349,349,0,100.0,0,0,14,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:monosomy 5,categorical,363,349,349,0,100.0,0,0,14,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:t(6;9),categorical,363,349,349,0,100.0,0,0,14,,,
TARGET_AML_ClinicalData_LowDepthRNAseq_20230720.xlsx,TARGET_AML_ClinicalData_Validation_20230720.xlsx,cytogenetics:Primary Cytogenetic Code,categorical,363,349,337,12,96.56,0,8,6,,,
